Title,Chemical_Name,MW,clogP,TPSA,Acceptor,Donor,RotBonds
F3385-2709,"methyl 2-{[3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetate",370.35,2.37,80.29,7,0,7
F0196-0692,"methyl 2-{[3-(2,3-dihydro-1,4-benzodioxin-6-yl)-4-oxo-4H-chromen-7-yl]oxy}propanoate",382.36,2.94,80.29,7,0,5
F2738-2743,"N-(5,6-dimethyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-2-yl)methyl]benzamide",470.54,2.75,111.71,5,1,6
F3023-0949,"ethyl 4-(3-{[4-(dimethylamino)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)benzoate",381.43,3.66,78.95,6,2,7
F1318-0190,"4-(4-chlorobenzoyl)phenyl N,N-dimethylcarbamate",303.74,3.52,46.61,3,0,5
F2738-1654,"N-(4,6-difluoro-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-2-yl)methyl]benzamide",478.47,2.13,111.71,5,1,6
F2040-0025,"N-(1-acetyl-1,2,3,4-tetrahydroquinolin-6-yl)-2-chloro-4-nitrobenzamide",373.79,2.41,92.55,4,1,4
F0827-0102,"2-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)-2,3-dihydro-1H-isoindole-1,3-dione",278.31,0.57,115.08,4,0,1
F0745-0119,"3,4,5-trimethoxy-N-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)benzamide",342.39,0.1,134.49,6,1,5
F2590-0745,"ethyl 4-cyano-5-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-3-methylthiophene-2-carboxylate",411.43,1.13,144.81,6,1,6
F2590-0758,"ethyl 4-cyano-5-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-3-methylthiophene-2-carboxylate",411.43,1.13,144.81,6,1,6
F0700-0133,"2-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-6-nitro-1,3-benzothiazol-2-yl)acetamide",364.33,1.57,159.98,7,1,5
F3385-2698,"3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl 2,2-dimethylpropanoate",382.41,3.42,71.06,6,0,5
F6442-0883,"N-(3,4-dichlorophenyl)-3-(4-methoxybenzenesulfonyl)azetidine-1-carboxamide",415.29,4.24,84.09,4,1,5
F3385-2913,3-(4-methoxyphenyl)-7-(2-oxo-2-phenylethoxy)-4H-chromen-4-one,386.4,3.98,61.83,5,0,6
F0703-0193,"N-(3-chloro-4-hydroxy-2,5-dimethylphenyl)benzenesulfonamide",311.78,3.04,74.78,4,2,3
F2721-0443,3-[(4-chloro-3-nitrophenyl)carbamoyl]-2-(ethylamino)propanoic acid,315.71,0.81,121.57,5,2,7
F1243-0042,"7-[(dimethylcarbamoyl)oxy]naphthalen-1-yl N,N-dimethylcarbamate",302.33,2.01,59.08,4,0,6
F1243-0047,"7-[(dimethylcarbamoyl)oxy]naphthalen-2-yl N,N-dimethylcarbamate",302.33,2.01,59.08,4,0,6
F0440-0361,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2E)-3-methyl-6-nitro-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",348.33,2.52,138.49,5,0,4
F1814-1146,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-methoxy-3,7-dimethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",347.39,3.2,104.58,4,0,4
F6469-1367,"2-(2,5-dioxopyrrolidin-1-yl)-N-{2-[2-(2-fluorophenyl)-1,3-thiazol-4-yl]phenyl}acetamide",409.43,2.45,107.61,4,1,5
F2273-0249,"3-(2,5-dioxopyrrolidin-1-yl)-N-[5-(7-ethoxy-1-benzofuran-2-yl)-1,3,4-oxadiazol-2-yl]benzamide",446.41,1.8,127.77,8,1,6
F2261-0410,"2-chloro-N-(3,3-dimethyl-4-oxo-5-propyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-8-yl)-4-nitrobenzamide",431.87,3.85,101.78,5,1,5
F3007-0202,"2-{[4-(4-chlorophenyl)-3-oxo-8-thia-4,6-diazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),5-trien-5-yl]sulfanyl}acetamide",405.92,4.15,129.3,3,1,4
F3385-3983,"3-(3,4-dimethoxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl N,N-dimethylcarbamate",385.37,2.67,94.53,7,1,6
F2635-0515,"N-(1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-2-yl)methyl]benzamide",442.49,1.81,111.71,5,1,6
F2545-0218,"4-chloro-N-(1,1-dioxo-1lambda6-thiolan-3-yl)-N-(2-methylpropyl)-3-nitrobenzamide",374.84,1.62,105.97,5,0,6
F1814-1144,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3,5,7-trimethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",331.39,3.78,95.35,3,0,3
F1814-1145,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3,4,7-trimethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",331.39,3.78,95.35,3,0,3
F2738-0188,"3-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethyl-1,3-benzothiazol-2-yl)-N-[(pyridin-2-yl)methyl]benzamide",470.54,2.83,111.71,5,1,7
F1816-1183,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-methoxy-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",357.38,2.8,104.58,4,0,6
F3385-4356,"5-ethoxy-4-oxo-2-phenyl-4H-chromen-7-yl N,N-dimethylcarbamate",353.37,3.52,65.07,5,0,6
F2610-0316,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-propyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",331.39,3.84,95.35,3,0,5
F3139-1697,"3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl ethyl carbonate",370.35,2.49,80.29,7,0,7
F3385-2699,"methyl 2-{[3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}propanoate",384.38,2.68,80.29,7,0,7
F0918-6187,"4-(4-chloro-5-methyl-3-nitro-1H-pyrazol-1-yl)-N-(5-methyl-1,2-oxazol-3-yl)butanamide",327.72,1.57,116.09,6,1,6
F3260-0633,"3,7-dimethyl-1-[(4-methylphenyl)methyl]-8-sulfanyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",316.38,3.03,97.24,3,2,2
F0208-0057,4-chloro-2-nitrophenyl 2-phenoxyacetate,307.69,3.45,78.67,5,0,6
F0346-1555,"N-(2-chloro-4-nitrophenyl)-2-(3-nitro-1H-1,2,4-triazol-1-yl)acetamide",326.65,0.31,146.09,7,1,5
F0774-0090,"1-(2,4-dichlorobenzoyl)-2-methyl-1,2,3,4-tetrahydroquinoline",320.21,5.09,20.31,1,0,2
F1366-3540,"N-[(2Z)-4,6-difluoro-3-(2-methoxyethyl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",383.37,2.82,104.58,4,0,6
F2515-2096,"N-(4,5-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]benzamide",470.54,2.75,111.71,5,1,6
F1008-0057,"4-(2-methylphenyl)-5-(methylsulfanyl)-8-thia-4,6-diazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),5-trien-3-one",342.48,5.64,86.21,2,0,2
F3386-1372,N-(5-chloro-2-hydroxyphenyl)-2-methoxy-5-methylbenzene-1-sulfonamide,327.78,3.16,84.01,5,2,4
F1814-1808,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-ethyl-4-fluoro-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",335.35,3.45,95.35,3,0,4
F2610-3868,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-6-fluoro-3-propyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",349.38,3.98,95.35,3,0,5
F3188-0013,"ethyl 4-{1-[2-(3,4-dimethoxyphenyl)ethyl]-2,5-dioxopyrrolidin-3-yl}piperazine-1-carboxylate",419.47,3.34,88.62,6,1,9
F2615-1251,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-fluoro-3-propyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",349.38,3.98,95.35,3,0,5
F5526-0475,2-chloro-N-[2-(4-ethoxyphenoxy)ethyl]-4-nitrobenzamide,364.78,3.6,90.7,5,1,8
F3260-0165,"1-benzyl-3,7-dimethyl-8-sulfanyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",302.35,2.53,97.24,3,2,2
F0808-0581,"N-(3-chloro-4-hydroxyphenyl)-2,4-dimethylbenzene-1-sulfonamide",311.78,3.65,74.78,4,2,3
F3367-0021,"N-(3-chlorophenyl)-4-[(2,5-dioxopyrrolidin-1-yl)methyl]benzene-1-sulfonamide",378.83,2.32,91.93,5,1,5
F0373-0620,"1-benzyl-8-bromo-3,7-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",349.18,2.63,58.44,3,1,2
F1359-0108,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-(2-methoxyethyl)-6-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",361.42,3.04,104.58,4,0,6
F1814-1148,"N-[(2Z)-7-chloro-3,4-dimethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",351.81,3.99,95.35,3,0,3
F1365-2616,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-6-fluoro-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",345.35,3.02,95.35,3,0,5
F1366-4728,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-fluoro-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",345.35,3.02,95.35,3,0,5
F0808-0637,"N-(3-chloro-4-hydroxyphenyl)-2,5-dimethylbenzene-1-sulfonamide",311.78,3.65,74.78,4,2,3
F2049-0369,"4-chloro-N-[1-(2-methylpropanoyl)-1,2,3,4-tetrahydroquinolin-7-yl]benzamide",356.85,4.03,49.41,2,1,4
F0149-0042,4-nitrophenyl 2-(3-methoxyphenoxy)acetate,303.27,3.06,87.9,6,0,7
F3161-0035,"1-{5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-yl}ethan-1-one",316.48,4.03,37.3,2,1,1
F3386-1371,"N-(5-chloro-2-hydroxyphenyl)-2,4,5-trimethylbenzene-1-sulfonamide",325.81,4.43,74.78,4,2,3
F1814-1806,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-ethyl-4,6-difluoro-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",353.34,3.59,95.35,3,0,4
F3115-0094,"ethyl 4-[1-(2-butoxyphenyl)-2,5-dioxopyrrolidin-3-yl]piperazine-1-carboxylate",403.47,4.09,79.39,5,1,9
F3385-2739,"ethyl 2-{[3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetate",384.38,2.9,80.29,7,0,8
F1814-1147,"N-[(2Z)-4,7-dimethoxy-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",363.39,2.79,113.81,5,0,5
F1816-1185,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-methyl-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",341.38,3.38,95.35,3,0,5
F3064-0198,"8-bromo-3,7-dimethyl-1-[(4-methylphenyl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione",363.21,3.12,58.44,3,1,2
F2515-2223,"N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]benzamide",470.54,2.8,111.71,5,1,6
F2524-0976,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(5Z)-6-(prop-2-yn-1-yl)-10,13-dioxa-4-thia-6-azatricyclo[7.4.0.0^{3,7}]trideca-1,3(7),8-trien-5-ylidene]acetamide",385.39,2.8,113.81,5,0,5
F3385-4094,"3-(3,4-dimethoxyphenyl)-5-methoxy-4-oxo-4H-chromen-7-yl N,N-dimethylcarbamate",399.39,2.15,83.53,7,0,7
F3386-1370,"N-(5-chloro-2-hydroxyphenyl)-2,4,6-trimethylbenzene-1-sulfonamide",325.81,4.48,74.78,4,2,3
F6401-0072,"1-[(naphthalen-1-yl)methyl]-4-(thiophen-2-yl)piperidine-2,6-dione",335.42,3.91,65.62,2,0,3
F2515-2731,"N-(4,6-difluoro-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]benzamide",478.47,2.13,111.71,5,1,6
F2040-0081,"2-chloro-N-(1-cyclopropanecarbonyl-1,2,3,4-tetrahydroquinolin-6-yl)-4-nitrobenzamide",399.83,2.99,92.55,4,1,5
F1029-0049,"6-(methylsulfanyl)-2-oxo-3,8-diphenyl-1H,2H-5lambda5-[1,3]thiazolo[3,4-b][1,2,4]triazin-5-ylium benzenesulfonate",352.45,0.88,98.88,2,2,3
F2073-0018,"4-chloro-N-{2-methyl-4-oxo-4H-pyrido[1,2-a]pyrimidin-3-yl}-3-nitrobenzamide",358.74,1.94,104.91,5,1,3
F2515-0826,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-ethyl-1,3-benzothiazol-2-yl)-N-[(pyridin-3-yl)methyl]benzamide",470.54,2.83,111.71,5,1,7
F1366-0504,"methyl 2-[(2Z)-2-{[2-(2,5-dioxopyrrolidin-1-yl)acetyl]imino}-2,3-dihydro-1,3-benzothiazol-3-yl]acetate",361.37,2.34,121.65,5,0,6
F0293-0022,1-chloro-2-nitro-4-trifluoromethanesulfonylbenzene,289.62,3.23,85.66,4,0,2
F0433-0012,4-chloro-N-(3-chloro-4-hydroxyphenyl)benzene-1-sulfonamide,318.18,3.63,74.78,4,2,3
F2545-0217,"N-butyl-4-chloro-N-(1,1-dioxo-1lambda6-thiolan-3-yl)-3-nitrobenzamide",374.84,1.75,105.97,5,0,7
F3325-0110,"1-[2-(3,4-dimethoxyphenyl)ethyl]-3-[4-(4-fluorophenyl)piperazin-1-yl]pyrrolidine-2,5-dione",441.5,4.42,62.32,5,2,7
F1814-1154,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-ethyl-4-methoxy-7-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",361.42,3.72,104.58,4,0,5
F3386-1385,N-(5-chloro-2-hydroxyphenyl)-5-ethyl-2-methoxybenzene-1-sulfonamide,341.81,3.69,84.01,5,2,5
F5581-1075,"N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)-N-[2-(1H-pyrazol-1-yl)ethyl]benzamide",473.55,2.08,116.64,5,0,7
F0440-0325,"N-[(2E)-6-bromo-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",382.23,3.64,95.35,3,0,3
F2779-0189,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-1-benzothiophene-3-carboxylate",422.45,2.88,121.02,5,1,6
F2073-0321,"4-chloro-N-{2,8-dimethyl-4-oxo-4H-pyrido[1,2-a]pyrimidin-3-yl}-3-nitrobenzamide",372.76,2.44,104.91,5,1,3
F1816-1181,"N-[(2Z)-5,7-dimethyl-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",355.41,3.88,95.35,3,0,5
F1298-0284,"3,6-diethyl 2-[2-(2,5-dioxopyrrolidin-1-yl)acetamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",437.47,2.19,150.56,7,1,9
F2073-0422,"4-chloro-N-{2,9-dimethyl-4-oxo-4H-pyrido[1,2-a]pyrimidin-3-yl}-3-nitrobenzamide",372.76,2.44,104.91,5,1,3
F1086-0007,"5,6-dimethyl-3-phenyl-2-(prop-2-yn-1-ylsulfanyl)-3H,4H-thieno[2,3-d]pyrimidin-4-one",326.44,5.11,86.21,2,0,4
F5045-0060,"3-(2,5-dioxopyrrolidin-1-yl)-N-[4-(6-methoxy-1-benzofuran-2-yl)-1,3-thiazol-2-yl]benzamide",447.46,2.81,129.98,6,1,5
F0541-1187,"N-{2-tert-butyl-2H,4H,6H-thieno[3,4-c]pyrazol-3-yl}-4-chloro-3-nitrobenzamide",380.85,2.85,115.36,4,1,3
F1359-1560,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-6-methoxy-3-(2-methoxyethyl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",377.41,2.46,113.81,5,0,7
F1086-0008,"11-phenyl-10-(prop-2-yn-1-ylsulfanyl)-7-thia-9,11-diazatricyclo[6.4.0.0^{2,6}]dodeca-1(8),2(6),9-trien-12-one",338.45,5.18,86.21,2,0,4
F5581-0655,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-fluoro-1,3-benzothiazol-2-yl)-N-[2-(1H-pyrazol-1-yl)ethyl]benzamide",463.48,1.25,116.64,5,0,7
F2527-0077,"[6-methyl-3-(methylsulfanyl)-5-oxo-4,5-dihydro-1,2,4-triazin-4-yl]methyl 4-chloro-3-nitrobenzoate",370.77,1.53,139.77,7,1,6
F2290-0045,"4-(2,5-dioxopyrrolidin-1-yl)-N-[4-(5-methoxy-1-benzofuran-2-yl)-1,3-thiazol-2-yl]benzamide",447.46,2.81,129.98,6,1,5
F2252-0059,"3-(2,5-dioxopyrrolidin-1-yl)-N-[4-(7-methoxy-1-benzofuran-2-yl)-1,3-thiazol-2-yl]benzamide",447.46,2.81,129.98,6,1,5
F2738-1170,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-ethoxy-1,3-benzothiazol-2-yl)-N-[(pyridin-2-yl)methyl]benzamide",486.54,2.63,120.94,6,1,8
F2018-3400,"N-(6-chloro-1,3-benzothiazol-2-yl)-N-[2-(diethylamino)ethyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",422.93,3.1,102.06,4,1,9
F2770-0240,"2-chloro-N-(1-methanesulfonyl-1,2,3,4-tetrahydroquinolin-6-yl)-4-nitrobenzamide",409.84,2.32,118,6,1,4
F2018-4289,"N-(4-chloro-1,3-benzothiazol-2-yl)-N-[2-(diethylamino)ethyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",422.93,3.1,102.06,4,1,9
F0808-0002,"N-(3,5-dichloro-4-hydroxyphenyl)-4-methoxybenzene-1-sulfonamide",348.2,3.28,84.01,5,2,4
F1359-2616,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-(2-ethoxyethyl)-6-fluoro-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",379.41,3.07,104.58,4,0,7
F1366-0108,"methyl 2-[(2Z)-2-{[2-(2,5-dioxopyrrolidin-1-yl)acetyl]imino}-6-methyl-2,3-dihydro-1,3-benzothiazol-3-yl]acetate",375.4,2.84,121.65,5,0,6
F1345-0286,"1-(9H-carbazol-9-yl)-3-(2,6-dimethylmorpholin-4-yl)propan-2-ol; benzoic acid",338.44,4.25,37.63,2,2,4
F2019-1241,"N-[3-(dimethylamino)propyl]-2-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethoxy-1,3-benzothiazol-2-yl)acetamide hydrochloride",418.51,2.37,111.29,5,1,10
F1365-2352,"N-[(2Z)-6-chloro-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",361.8,3.59,95.35,3,0,5
F0808-1789,"4-chloro-3-nitro-N-(4-oxocyclohexa-2,5-dien-1-ylidene)benzene-1-sulfonamide",326.71,2.32,115.09,6,0,3
F1365-1164,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-6-methanesulfonyl-3-(prop-2-en-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",407.46,1.91,137.87,5,0,6
F3385-2696,"propan-2-yl 2-{[3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetate",398.41,3.21,80.29,7,0,8
F1297-0181,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2E)-4-ethoxy-3-ethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",361.42,3.75,104.58,4,0,6
F0466-0008,"3-(2,5-dioxopyrrolidin-1-yl)-N-{naphtho[2,1-d][1,3]thiazol-2-yl}benzamide",401.44,2.8,107.61,4,1,3
F0846-0687,"N-[2-(1,3-benzoxazol-2-yl)phenyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",349.34,1.12,92.51,5,1,4
F0327-0308,"4-(2,5-dioxopyrrolidin-1-yl)-N-{naphtho[1,2-d][1,3]thiazol-2-yl}benzamide",401.44,2.8,107.61,4,1,3
F0913-0305,"3-(1,3-benzoxazol-2-yl)aniline",210.23,2.47,52.05,3,1,1
F1443-0926,"2-{5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-yl}-2-oxoethyl acetate",374.51,4.04,63.6,4,1,4
F1359-1824,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-(2-ethoxyethyl)-6-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",375.44,3.43,104.58,4,0,7
F3386-1378,N-(5-chloro-2-hydroxyphenyl)-2-methoxy-5-(propan-2-yl)benzene-1-sulfonamide,355.84,4.09,84.01,5,2,5
F2966-0198,"3-(2,5-dioxopyrrolidin-1-yl)-N-[4-(methylsulfanyl)-1,3-benzothiazol-2-yl]-N-[(pyridin-3-yl)methyl]benzamide",488.58,2.51,137.01,5,1,7
F1365-2748,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-6-nitro-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",372.36,2.62,138.49,5,0,6
F2630-0142,"N-(4-chloro-3-nitrophenyl)-4-methyl-1,2,3-thiadiazole-5-carboxamide",298.71,1.74,126.26,5,1,3
F3386-1383,4-chloro-N-(5-chloro-2-hydroxyphenyl)-3-methoxybenzene-1-sulfonamide,348.2,3.86,84.01,5,2,4
F1814-1155,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-3-ethyl-4,7-dimethoxy-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",377.41,3.31,113.81,5,0,6
F1815-1183,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-methoxy-3-(prop-2-en-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",359.4,3.47,104.58,4,0,6
F5581-0445,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-methoxy-1,3-benzothiazol-2-yl)-N-[2-(1H-pyrazol-1-yl)ethyl]benzamide",475.52,1.38,125.87,6,0,8
F3350-0588,"N-(2,4-dimethoxyphenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzene-1-sulfonamide",390.41,0.8,110.39,7,1,6
F2167-9481,"1,6-dimethylphenanthrene-9-carboxylic acid",250.29,5.23,37.3,2,0,1
F3385-0999,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-(2-oxo-2-phenylethoxy)-4H-chromen-4-one",414.41,3.98,71.06,6,0,5
F1086-0006,"4-phenyl-5-(prop-2-yn-1-ylsulfanyl)-8-thia-4,6-diazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),5-trien-3-one",352.47,5.74,86.21,2,0,4
F1816-1187,"N-[(2Z)-4-chloro-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",361.8,3.59,95.35,3,0,5
F2843-0109,"N-(2,6-difluorobenzoyl)-N-phenylpiperidine-1-carboxamide",344.36,3.85,40.62,2,0,5
F1381-1222,"ethyl (2E)-2-{[2-(2,5-dioxopyrrolidin-1-yl)acetyl]imino}-3-methyl-2,3-dihydro-1,3-benzothiazole-6-carboxylate",375.4,3.28,121.65,5,0,6
F0715-0371,"ethyl (2Z)-2-{[4-(2,5-dioxopyrrolidin-1-yl)benzoyl]imino}-3,4-dimethyl-2,3-dihydro-1,3-thiazole-5-carboxylate",401.44,2.35,121.65,5,0,6
F0037-5306,"4-(1,3-benzoxazol-2-yl)aniline",210.23,2.47,52.05,3,1,1
F0440-0369,"N-(1,2-dihydroacenaphthylen-5-yl)-2-(2,5-dioxopyrrolidin-1-yl)acetamide",308.33,2.24,66.48,3,1,3
F3244-0167,"2-[5-(2-chloro-4-nitrophenyl)furan-2-yl]-5-(furan-2-yl)-1,3,4-oxadiazole",357.7,3.87,108.34,7,0,4
F0541-0058,"N-{2-tert-butyl-5,5-dioxo-2H,4H,6H-5lambda6-thieno[3,4-c]pyrazol-3-yl}-4-chloro-3-nitrobenzamide",412.85,0.71,132.58,6,1,3
F0326-1085,"4-chloro-N-(5-methyl-1,3,4-thiadiazol-2-yl)-3-nitrobenzamide",298.71,2.02,126.26,5,1,3
F3386-1381,5-chloro-N-(5-chloro-2-hydroxyphenyl)-2-methoxy-4-methylbenzene-1-sulfonamide,362.23,4.11,84.01,5,2,4
F2515-0318,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-ethoxy-1,3-benzothiazol-2-yl)-N-[(pyridin-3-yl)methyl]benzamide",486.54,2.63,120.94,6,1,8
F3041-0409,"N,N-dimethyl-2-(3-methylbutanoyl)-3-oxo-2-azatricyclo[6.3.1.0^{4,12}]dodeca-1(11),4(12),5,7,9-pentaene-9-sulfonamide",360.43,2.82,83.14,4,0,5
F2791-0178,3-[4-(4-chloro-3-nitrobenzoyl)piperazin-1-yl]-6-(4-methylpiperidin-1-yl)pyridazine,444.91,3.54,95.71,5,2,5
F1816-1184,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-ethoxy-3-(prop-2-yn-1-yl)-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",371.41,3.33,104.58,4,0,7
F6169-0499,"N-(4-chloro-3-nitrophenyl)-2-[6-oxo-3-(1H-pyrazol-1-yl)-1,6-dihydropyridazin-1-yl]propanamide",388.77,0.76,122.73,5,2,5
F0348-1184,2-(4-chloro-5-methyl-3-nitro-1H-pyrazol-1-yl)-N-[(4-chlorophenyl)methyl]acetamide,343.17,2.74,90.06,4,1,5
F0327-0318,"4-(2,5-dioxopyrrolidin-1-yl)-N-[2-(methylsulfanyl)-1,3-benzothiazol-6-yl]benzamide",397.47,2.55,132.91,4,1,4
F0440-0379,"2-(2,5-dioxopyrrolidin-1-yl)-N-[5-(4-nitrobenzenesulfonyl)-1,3-thiazol-2-yl]acetamide",424.41,0.6,193.27,8,1,6
F2701-0046,"3,6-dimethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",471.48,1.31,150.56,7,1,7
